advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
SUNNY INDUSTRIES PVT LTD,2018,12,792532,49907.64799,12616.05357,133364.3411,235954.7885,31564.28072,17474.30723,13155.79758,1286569.217,22356171.11
SURYODAY SMALL FINANCE BANK LTD,2021,3,5181525,334653.5316,43505.3695,717451.405,1979206.314,143327.219,93314.88397,57872.69678,8550856.42,146454490.8
SURYODAY SMALL FINANCE BANK LTD,2021,4,5181525,371249.4799,54009.39617,1168592.741,2409009.097,152105.3949,34051.22197,159478.5177,9530020.849,112162218.3
SURYODAY SMALL FINANCE BANK LTD,2021,5,5181525,353929.2976,66005.16836,613268.0671,1171065.851,238194.869,111468.803,78613.52233,7814070.578,67609050
SURYODAY SMALL FINANCE BANK LTD,2021,6,5181525,204620.8772,71971.49151,1423698.488,1873753.581,189765.4035,29042.74965,143075.9976,9117453.588,87128630.57
SWAN AGRO,2018,9,1318352,81997.49991,12045.18061,291430.8604,446839.8918,76591.85796,16602.77283,47548.65473,2291408.718,25239052.1
SWAN AGRO,2018,10,997349,49848.18607,12949.99593,151718.7667,378169.4545,59357.46236,23476.46064,21016.96403,1693886.29,25237528.11
SWAN AGRO,2018,11,1157850.5,65922.84299,12497.58827,221574.8136,412504.6732,67974.66016,20039.61674,34282.80938,1992647.504,25238290.11
SWAN AGRO,2018,12,997349,49848.18607,12949.99593,151718.7667,378169.4545,59357.46236,23476.46064,21016.96403,1693886.29,25237528.11
SWANIK TECHNOLOGIES,2020,9,302556,8602.298787,1790.416723,47609.50111,61003.03023,16323.80416,7007.92198,11539.32612,456432.2991,8741295.22
SWANIK TECHNOLOGIES,2020,10,302556,8602.298787,1790.416723,47609.50111,61003.03023,16323.80416,7007.92198,11539.32612,456432.2991,8741295.22
SWANIK TECHNOLOGIES,2020,11,302556,8602.298787,1790.416723,47609.50111,61003.03023,16323.80416,7007.92198,11539.32612,456432.2991,8741295.22
SWANIK TECHNOLOGIES,2020,12,302556,8602.298787,1790.416723,47609.50111,61003.03023,16323.80416,7007.92198,11539.32612,456432.2991,8741295.22
SWAPNAM SOAP,2019,10,1531678,65720.53343,15196.05994,453586.8707,677201.7935,44344.66707,18575.64544,54875.79506,2861179.365,33295261.77
SWAPNAM SOAP,2019,11,1531678,65720.53343,15196.05994,453586.8707,677201.7935,44344.66707,18575.64544,54875.79506,2861179.365,33295261.77
SWAPNAM SOAP,2019,12,1531678,65720.53343,15196.05994,453586.8707,677201.7935,44344.66707,18575.64544,54875.79506,2861179.365,33295261.77
SYNERGY MEDIA ENTERTAINMENT,2019,12,803250,49565.15395,14010.22317,85225.30394,205001.2758,30535.66104,15594.34854,10051.03077,1213232.997,21126906.7
TAAZA INFOTAINMENT PVT LTD,2018,9,859935,55428.24059,11296.22335,159513.3592,258263.6609,25068.78825,17672.26255,32472.89088,1419650.426,24078574.45
TAAZA INFOTAINMENT PVT LTD,2018,10,859935,55428.24059,11296.22335,159513.3592,258263.6609,25068.78825,17672.26255,32472.89088,1419650.426,24078574.45
TAAZA INFOTAINMENT PVT LTD,2018,11,859935,55428.24059,11296.22335,159513.3592,258263.6609,25068.78825,17672.26255,32472.89088,1419650.426,24078574.45
TAAZA INFOTAINMENT PVT LTD,2018,12,859935,55428.24059,11296.22335,159513.3592,258263.6609,25068.78825,17672.26255,32472.89088,1419650.426,24078574.45
TAIWAN TOURISM,2018,12,1112940,59128.44801,12375.80364,344817.7084,374009.0996,59990.83896,5332.119292,26354.46059,1994948.478,13545496.94
TAIWAN TOURISM,2019,10,2613011,193320.127,15199.17921,428143.1007,701489.2794,128718.4521,60262.81041,44522.36546,4184666.314,78849814.96
TAIWAN TOURISM,2019,11,782844,44440.20392,10829.5434,103399.1844,245268.948,47220.75966,12947.22954,13157.75277,1260107.622,23104974
TAIWAN TOURISM,2019,12,1697927.5,118880.1655,13014.36131,265771.1426,473379.1137,87969.60588,36605.01998,28840.05912,2722386.968,50977394.48
TAMIL KALACHARA SANGAM,2019,11,5381331,262387.8342,32144.13819,1709479.203,1871648.606,263308.7604,128241.7825,157588.4236,9806129.748,102662009.3
TAMIL KALACHARA SANGAM,2019,12,86919,3722.820323,1272.77155,13993.49037,19168.17569,2789.338391,1977.44354,1355.111343,131198.1512,2602876.365
TENCENT GAMES,2018,10,39538995,2187636.901,594091.7639,12218803.63,15916236.12,1338660.724,923105.5604,1263332.263,73980861.96,746337388.4
TENCENT GAMES,2018,11,22848833,1298715.081,384943.6432,5164264.934,8379250.927,941142.1048,263298.9331,339759.4794,39620208.1,557719394
TENCENT GAMES,2018,12,5988497,357006.2607,56920.13272,1436155.011,1791357.504,213543.5031,38348.08147,101872.2602,9983699.753,163301782.8
THAI MOOGAMBIGAI POLY CLG,2020,9,363225,18888.46053,4197.749929,66477.40421,74233.59348,13296.80858,2290.878854,12720.57722,555330.4728,10301600.03
THAI MOOGAMBIGAI POLY CLG,2020,10,363225,18888.46053,4197.749929,66477.40421,74233.59348,13296.80858,2290.878854,12720.57722,555330.4728,10301600.03
THAI MOOGAMBIGAI POLY CLG,2020,11,363225,18888.46053,4197.749929,66477.40421,74233.59348,13296.80858,2290.878854,12720.57722,555330.4728,10301600.03
THAI MOOGAMBIGAI POLY CLG,2020,12,363225,18888.46053,4197.749929,66477.40421,74233.59348,13296.80858,2290.878854,12720.57722,555330.4728,10301600.03
THAKAR CHEMICALS,2019,9,639600,28883.83589,7205.978662,122047.2756,266591.5537,38408.18869,6131.354162,17111.7258,1125979.913,14390971.73
THAKAR CHEMICALS,2019,10,639600,28883.83589,7205.978662,122047.2756,266591.5537,38408.18869,6131.354162,17111.7258,1125979.913,14390971.73
THAKAR CHEMICALS,2019,11,639600,28883.83589,7205.978662,122047.2756,266591.5537,38408.18869,6131.354162,17111.7258,1125979.913,14390971.73
THAKAR CHEMICALS,2019,12,639600,28883.83589,7205.978662,122047.2756,266591.5537,38408.18869,6131.354162,17111.7258,1125979.913,14390971.73
THAKARSHI TEA PROCESSORS & PACKERS PVT LTD,2020,9,284612,13102.72284,1696.670573,73182.81157,122439.2474,8908.631806,1722.369563,5560.448242,511224.902,6421937.671
THAKARSHI TEA PROCESSORS & PACKERS PVT LTD,2020,10,568690,40081.76755,6094.963359,94758.45493,150712.0024,28806.18653,5356.634426,15260.67874,909760.6879,14045993.09
THAKARSHI TEA PROCESSORS & PACKERS PVT LTD,2020,11,426651,26592.2452,3895.816966,83970.63325,136575.6249,18857.40917,3539.501995,10410.56349,710492.795,10233965.38
THAKARSHI TEA PROCESSORS & PACKERS PVT LTD,2020,12,568690,40081.76755,6094.963359,94758.45493,150712.0024,28806.18653,5356.634426,15260.67874,909760.6879,14045993.09
THE CHRISTIAN BROADCASTING NETWORK INC,2020,9,327604,13923.66578,5576.109671,84223.40234,94719.92889,20451.48624,2451.421413,4479.672958,553429.6873,9735520.925
THE CHRISTIAN BROADCASTING NETWORK INC,2020,10,327604,13923.66578,5576.109671,84223.40234,94719.92889,20451.48624,2451.421413,4479.672958,553429.6873,9735520.925
THE CHRISTIAN BROADCASTING NETWORK INC,2020,11,327604,13923.66578,5576.109671,84223.40234,94719.92889,20451.48624,2451.421413,4479.672958,553429.6873,9735520.925
THE CHRISTIAN BROADCASTING NETWORK INC,2020,12,327604,13923.66578,5576.109671,84223.40234,94719.92889,20451.48624,2451.421413,4479.672958,553429.6873,9735520.925
THE EYE FOUNDATION,2020,12,878562,37612.04041,5238.696497,211388.3967,371999.8878,47957.03679,10276.17599,28008.41806,1591042.652,13372100.86
THE ICFAI UNIVERSITY JAIPUR,2020,9,385464,9798.557874,4259.735624,105231.819,79910.75397,10200.19772,5585.514927,13590.87477,614041.4539,8279334.422
THE ICFAI UNIVERSITY JAIPUR,2020,10,385464,9798.557874,4259.735624,105231.819,79910.75397,10200.19772,5585.514927,13590.87477,614041.4539,8279334.422
THE ICFAI UNIVERSITY JAIPUR,2020,11,385464,9798.557874,4259.735624,105231.819,79910.75397,10200.19772,5585.514927,13590.87477,614041.4539,8279334.422
THE ICFAI UNIVERSITY JAIPUR,2020,12,385464,9798.557874,4259.735624,105231.819,79910.75397,10200.19772,5585.514927,13590.87477,614041.4539,8279334.422
THE LIFEKART.IN,2021,3,553954,18621.35015,5979.587876,102009.605,156339.876,20031.73341,10370.25044,21520.46018,888826.863,10328250.48
THE LIFEKART.IN,2021,4,553954,23382.21593,3571.322948,78650.28228,238392.0721,16627.05997,11376.16322,12757.44361,938710.5601,16676821.38
THE LIFEKART.IN,2021,5,553954,16250.86095,3757.505211,59196.23145,190087.1743,23609.41063,4126.490651,9573.961087,860555.6343,11597886.87
THE LIFEKART.IN,2021,6,553954,23320.48856,3539.826432,139078.0682,255645.6678,16311.66997,5209.141585,21154.14009,1018213.003,16046650.13
THE LIVE LOVE LAUGH FOUNDATION,2018,10,11363367,651944.1006,164339.7551,2108427.905,2225989.887,389156.6852,58958.8244,355739.6266,17317923.78,131442869.5
THE LIVE LOVE LAUGH FOUNDATION,2018,11,11363367,651944.1006,164339.7551,2108427.905,2225989.887,389156.6852,58958.8244,355739.6266,17317923.78,131442869.5
THE LIVE LOVE LAUGH FOUNDATION,2018,12,11363367,651944.1006,164339.7551,2108427.905,2225989.887,389156.6852,58958.8244,355739.6266,17317923.78,131442869.5
THE LUXURY LEAGUE,2019,10,1023996,60207.33995,14252.5217,201192.727,301161.2359,41176.92092,19734.48876,21856.65846,1683577.893,27731304.67
THE LUXURY LEAGUE,2019,11,1023996,60207.33995,14252.5217,201192.727,301161.2359,41176.92092,19734.48876,21856.65846,1683577.893,27731304.67
THE LUXURY LEAGUE,2019,12,1023996,60207.33995,14252.5217,201192.727,301161.2359,41176.92092,19734.48876,21856.65846,1683577.893,27731304.67
THE PREM RAWAT FOUNDATION,2018,10,139792,3712.239159,1270.333878,33222.72627,39322.94172,5185.013573,1141.25271,4868.127353,228514.6347,1939521.469
THE PREM RAWAT FOUNDATION,2018,11,1684528,68150.94511,12511.82822,295776.0051,656420.2339,76705.69161,12929.70391,52164.8887,2859187.297,26346011.38
THE PREM RAWAT FOUNDATION,2018,12,912160,35931.59213,6891.081049,164499.3657,347871.5878,40945.35259,7035.47831,28516.50803,1543850.966,14142766.42
THE SAKALA,2020,11,518857,18945.14972,7516.355453,45786.34767,192907.596,26714.31884,5486.229757,19998.56245,836211.5599,12516232.91
THE SAKALA,2020,12,372960,23671.54204,3549.8663,41880.10346,165115.4841,20525.30006,7684.085315,6763.776761,642150.158,3903084.217
THE SUNDAY GUARDIAN,2019,9,1031102,51372.30078,17542.56962,280457.9588,193555.8844,51376.42593,16615.35846,27357.78645,1669380.284,24378312.98
THE SUNDAY GUARDIAN,2019,10,1031102,51372.30078,17542.56962,280457.9588,193555.8844,51376.42593,16615.35846,27357.78645,1669380.284,24378312.98
THE SUNDAY GUARDIAN,2019,11,1031102,51372.30078,17542.56962,280457.9588,193555.8844,51376.42593,16615.35846,27357.78645,1669380.284,24378312.98
THE SUNDAY GUARDIAN,2019,12,1031102,51372.30078,17542.56962,280457.9588,193555.8844,51376.42593,16615.35846,27357.78645,1669380.284,24378312.98
THE TATA PIGMENTS LTD,2019,10,938160,68748.15511,11743.3897,223325.6149,215245.5088,28453.21361,14301.24322,10958.91927,1510936.045,11360166.57
THE TATA PIGMENTS LTD,2019,11,938160,68748.15511,11743.3897,223325.6149,215245.5088,28453.21361,14301.24322,10958.91927,1510936.045,11360166.57
THE TATA PIGMENTS LTD,2019,12,938160,68748.15511,11743.3897,223325.6149,215245.5088,28453.21361,14301.24322,10958.91927,1510936.045,11360166.57
THENI ANANTHAM SILKS & READYMADES,2019,10,3136728,126910.2675,49389.04778,417845.1803,751570.6531,164699.6091,24717.98069,95029.10637,4766889.845,50015673.45
THENI ANANTHAM SILKS & READYMADES,2019,11,3136728,126910.2675,49389.04778,417845.1803,751570.6531,164699.6091,24717.98069,95029.10637,4766889.845,50015673.45
THENI ANANTHAM SILKS & READYMADES,2019,12,3136728,126910.2675,49389.04778,417845.1803,751570.6531,164699.6091,24717.98069,95029.10637,4766889.845,50015673.45
THOMAS AND SON CHEMICALS,2020,9,96507,5020.680894,600.7005854,16341.31696,29059.79933,4157.332133,841.547063,3339.080837,155867.4578,1845307.384
THOMAS AND SON CHEMICALS,2020,10,1286500,61923.12929,11851.87264,204567.6671,339697.5176,63062.04083,29147.87096,48974.70545,2045724.804,24698834.54
THOMAS AND SON CHEMICALS,2020,11,691503.5,33471.90509,6226.286613,110454.492,184378.6585,33609.68648,14994.70901,26156.89314,1100796.131,13272070.96
THOMAS AND SON CHEMICALS,2020,12,1286500,61923.12929,11851.87264,204567.6671,339697.5176,63062.04083,29147.87096,48974.70545,2045724.804,24698834.54
TIMEX WATCHES LTD,2019,10,898921,55547.72229,4673.125623,177359.887,362821.0281,49633.06284,19462.96359,26508.23316,1594927.023,16761474.79
TIMEX WATCHES LTD,2019,11,898921,55547.72229,4673.125623,177359.887,362821.0281,49633.06284,19462.96359,26508.23316,1594927.023,16761474.79
TIMEX WATCHES LTD,2019,12,898921,55547.72229,4673.125623,177359.887,362821.0281,49633.06284,19462.96359,26508.23316,1594927.023,16761474.79
TIRUMALA MILK PRODUCT PVT LTD,2018,11,4851466,212913.4109,84041.67001,1033523.953,2253028.908,150409.2757,48625.82375,64106.23315,8698115.274,57248369.81
TIRUMALA MILK PRODUCT PVT LTD,2018,12,4851466,212913.4109,84041.67001,1033523.953,2253028.908,150409.2757,48625.82375,64106.23315,8698115.275,57248369.81
TODAY TEA LTD,2019,12,566502,34361.06394,7586.356712,105200.1369,199781.1949,14982.78582,11024.13026,6546.006348,945983.6748,15274028.53
TOYO SANITARY WARES PVT LTD,2018,12,921134,66423.30056,15241.64977,289991.5828,262269.2657,52373.64796,11717.00498,31569.31232,1650719.764,21090217.59
TRACLAXX TRACTORS PVT LTD,2018,9,723887,18504.02765,9239.600753,232310.6467,320803.6073,24078.04369,17010.25661,9589.46419,1355422.647,15691892.57
TRACLAXX TRACTORS PVT LTD,2018,10,723887,18504.02765,9239.600753,232310.6467,320803.6073,24078.04369,17010.25661,9589.46419,1355422.647,15691892.57
TRACLAXX TRACTORS PVT LTD,2018,11,723887,18504.02765,9239.600753,232310.6467,320803.6073,24078.04369,17010.25661,9589.46419,1355422.647,15691892.57
TRACLAXX TRACTORS PVT LTD,2018,12,723887,18504.02765,9239.600753,232310.6467,320803.6073,24078.04369,17010.25661,9589.46419,1355422.647,15691892.57
TRAVELXP.COM,2020,11,554715,33550.20599,6601.095287,42579.8968,144327.4338,21905.79463,7940.336405,7801.121637,819420.8845,15771384.31
TRAVELXP.COM,2020,12,554715,33550.20599,6601.095287,42579.8968,144327.4338,21905.79463,7940.336405,7801.121637,819420.8845,15771384.31
TRINCO INFRA PVT LTD,2019,12,65280,2244.860013,946.241058,5637.871958,19250.5212,2844.63066,1003.922209,1813.78326,99021.83036,1128156.579
TRUE POWER PVT LTD,2020,10,726495,41170.15017,8488.476167,143210.2776,199999.1552,36985.01747,15449.93669,12497.17177,1184295.185,11408726.36
TRUE POWER PVT LTD,2020,11,726495,41170.15017,8488.476167,143210.2776,199999.1552,36985.01747,15449.93669,12497.17177,1184295.185,11408726.36
TRUE POWER PVT LTD,2020,12,65268,4482.042607,934.1948046,12272.61269,22082.91485,2520.753885,1358.316014,1311.305577,110230.1404,1121513.304
TRUE VALUE HOMES (I) PVT LTD,2020,9,5412421,281178.5899,67735.03771,1414149.939,2315743.842,215286.7386,77102.12879,193058.4615,9976675.737,159997710.4
TRUE VALUE HOMES (I) PVT LTD,2020,10,2731332,161464.2904,16483.46447,384185.6031,1266905.374,146864.2309,45932.28591,85925.88013,4839093.129,49086698.02
TRUE VALUE HOMES (I) PVT LTD,2020,11,4071876.5,221321.4402,42109.25109,899167.7711,1791324.608,181075.4848,61517.20735,139492.1708,7407884.433,104542204.2
TRUE VALUE HOMES (I) PVT LTD,2020,12,2731332,161464.2904,16483.46447,384185.6031,1266905.374,146864.2309,45932.28591,85925.88013,4839093.129,49086698.02
TURTLE GARMENTS PVT LTD,2018,9,1134903,82864.33211,19017.92533,202886.3051,377231.7111,32854.56971,17016.38305,10821.50466,1877595.731,20680856
TURTLE GARMENTS PVT LTD,2018,10,539207,18572.1108,4712.888722,154193.3388,209252.27,20504.9776,7787.986736,19240.17039,973470.743,12724055.87
TURTLE GARMENTS PVT LTD,2018,11,1376400,66162.40962,8378.83194,380328.7616,492855.5096,63423.46226,23779.59072,50416.98199,2461745.548,32698748.52
TURTLE GARMENTS PVT LTD,2018,12,957803.5,42367.26021,6545.860331,267261.0502,351053.8898,41964.21993,15783.78873,34828.57619,1717608.145,22711402.2
U A E EXCHANGE CENTRE,2018,12,1552140,56089.79917,8198.550223,354168.7095,732898.78,49370.28829,30264.08667,55775.58339,2838905.797,43696029.67
U P HANDICRAFT DEVELOPMENT & MARKETING CORP LTD,2020,11,2486455,87987.54207,40666.17339,478524.8992,794075.984,96566.54761,51366.7837,52377.26146,4088020.191,29513397.98
U P HANDICRAFT DEVELOPMENT & MARKETING CORP LTD,2020,12,2486455,87987.54207,40666.17339,478524.8992,794075.984,96566.54761,51366.7837,52377.26146,4088020.191,29513397.98
ULTRA,2018,11,1016100,76008.67728,10426.67897,197615.0029,475835.0604,39721.13734,7970.083033,15999.23656,1839675.876,16644307.77
ULTRA,2018,12,1016100,76008.67728,10426.67897,197615.0029,475835.0604,39721.13734,7970.083033,15999.23656,1839675.876,16644307.77
UNICEF/NEW DELHI TELEVISION LTD,2020,11,4770328,152261.3958,68127.14107,576632.0446,1865144.015,139193.6728,44770.09545,84740.89656,7701197.261,76739260.28
UNICEF/NEW DELHI TELEVISION LTD,2020,12,2967180,178211.0565,40952.43877,412656.4133,1031451.737,84549.39352,68341.07329,62958.93071,4846301.043,90457301.24
UNITED BREWERIES/RADICO KHAITAN LTD,2019,9,858770,60769.78342,14368.17341,78210.28927,388924.5854,40341.68485,4680.742994,27620.23358,1473685.493,15650091.87
UNITED BREWERIES/RADICO KHAITAN LTD,2019,10,858770,60769.78342,14368.17341,78210.28927,388924.5854,40341.68485,4680.742994,27620.23358,1473685.493,15650091.87
UNITED BREWERIES/RADICO KHAITAN LTD,2019,11,858770,60769.78342,14368.17341,78210.28927,388924.5854,40341.68485,4680.742994,27620.23358,1473685.493,15650091.87
UNITED BREWERIES/RADICO KHAITAN LTD,2019,12,858770,60769.78342,14368.17341,78210.28927,388924.5854,40341.68485,4680.742994,27620.23358,1473685.493,15650091.87
UNITED GROUP OF INST,2020,10,176368,12691.79373,1369.019303,53556.55658,74879.24889,4807.065023,1243.860668,5457.657353,330373.2016,3045382.523
UNITED GROUP OF INST,2020,11,176368,12691.79373,1369.019303,53556.55658,74879.24889,4807.065023,1243.860668,5457.657353,330373.2015,3045382.523
UNITED GROUP OF INST,2020,12,176368,12691.79373,1369.019303,53556.55658,74879.24889,4807.065023,1243.860668,5457.657353,330373.2015,3045382.523
UNSP-BENGALI MUSIC ALBUM,2018,10,1714505,86021.93587,19729.47285,353095.0412,479819.2369,83030.01277,35245.36644,28512.33839,2799958.404,51202625.61
UNSP-BENGALI MUSIC ALBUM,2018,11,1714505,86021.93587,19729.47285,353095.0412,479819.2369,83030.01277,35245.36644,28512.33839,2799958.404,51202625.61
UNSP-BENGALI MUSIC ALBUM,2018,12,1714505,86021.93587,19729.47285,353095.0412,479819.2369,83030.01277,35245.36644,28512.33839,2799958.404,51202625.61
UNSP-EDUCATIONAL INST,2019,9,887790,31501.36522,14714.39524,70637.277,411979.4751,52491.91137,6183.157372,18359.83442,1493657.416,10751703.55
UNSP-EDUCATIONAL INST,2019,10,1582640,90635.94585,27558.79642,369518.01,385715.6992,75229.08954,19324.71475,21742.6648,2572364.921,41038743.2
UNSP-EDUCATIONAL INST,2019,11,1235215,61068.65554,21136.59583,220077.6435,398847.5872,63860.50046,12753.93606,20051.24961,2033011.168,25895223.38
UNSP-EDUCATIONAL INST,2019,12,1582640,90635.94585,27558.79642,369518.01,385715.6992,75229.08954,19324.71475,21742.6648,2572364.921,41038743.2
UNSP-FOOTWEAR,2019,11,39374,1107.011771,481.1047357,7821.161648,17602.60771,2346.275416,726.9118924,932.8231418,70391.89632,522420.4846
UNSP-FOOTWEAR,2019,12,1551401,103858.8617,19080.65375,171315.4062,685196.1519,55100.77925,26716.68395,53092.84017,2665762.377,45317321.65
UNSP-NEPALI-FILM TRAILOR,2018,11,1192214,72324.05707,6105.148216,129867.5219,229679.7661,67053.75952,11837.39125,19052.60003,1728134.244,34033436.35
UNSP-NEPALI-FILM TRAILOR,2018,12,3289698,83496.5385,34391.34365,658630.622,1048616.304,96104.47495,54454.26151,68094.92553,5333486.471,82359855.96
UNSP-SUITINGS,2019,10,1376928,36544.4385,22882.17894,195156.2337,262412.5465,54591.66051,12285.73624,22295.56445,1983096.359,36851480.77
UNSP-SUITINGS,2019,11,3165264,155175.029,25305.76934,397853.5689,1327394.783,197741.1409,74661.2424,54093.52008,5397489.054,77096503.78
UNSP-SUITINGS,2019,12,2271096,95859.73375,24093.97414,296504.9013,794903.6648,126166.4007,43473.48932,38194.54227,3690292.706,56973992.28
UNSP-TOOTH BRUSHES,2018,10,1173340,55977.95748,10614.61221,229847.3644,500697.8579,69973.29617,11368.74223,21607.93282,2073427.763,15309109.2
