advertiser,Best_Model
THE GEORGE TELEGRAPH GROUP,Polynomial_Regression_TV_to_Others
THE GREATER BOMBAY CO OP BANK,Multiple_Regression_TV_Radio_Media
THE HABITATS TRUST,Multiple_Regression_TV_Radio_Media
THE HIMALAYA DRUG CO,Polynomial_Regression_TV_to_Others
THE HIMALAYA DRUG CO/SMILE TRAIN/PANORAMA TELEVISI,Multiple_Regression_TV_Radio_Media
THE ICFAI UNIVERSITY DEHRADUN,Multiple_Regression_TV_Radio_Media
THE ICFAI UNIVERSITY HIMACHAL PRADESH,Multiple_Regression_TV_Radio_Media
THE ICFAI UNIVERSITY JAIPUR,Multiple_Regression_TV_Radio_Media
THE INDIA CEMENTS LTD,Multiple_Regression
THE INDIAN HOTELS COMPANY LTD,LSTM
THE IRA SOHN CONFERENCE FOUNDATION INC,Multiple_Regression_TV_Radio_Media
THE KARNATAKA BANK LTD,Multiple_Regression_TV_Radio_Media
THE KCP LTD,LSTM
THE KUWAIT FUND,Multiple_Regression
THE LIFEKART.IN,Multiple_Regression_TV_Radio_Media
THE LIVE LOVE LAUGH FOUNDATION,Multiple_Regression_TV_Radio_Media
THE LUXURY LEAGUE,Multiple_Regression_TV_Radio_Media
THE MAERSK GROUP,Multiple_Regression_TV_Radio_Media
THE MAHARASHTRA CO OP BANK,Multiple_Regression
THE MALAYALA MANORAMA CO,Multiple_Regression_TV_Radio_Media
THE MATHRUBHUMI PRINTING & PUBLISHING CO LTD,Multiple_Regression
THE MEDIA 3 INTL PVT LTD,Multiple_Regression_TV_Radio_Media
THE NATION HOSPITAL,Multiple_Regression_TV_Radio_Media
THE NATIONAL BASKETBALL ASSO,Multiple_Regression
THE ONENESS FIELD-EKAM,Multiple_Regression_TV_Radio_Media
THE ONLINE RUMMY FEDERATION,Multiple_Regression
THE PEERLESS GEN FIN & INV CO,Linear_Regression
THE PHARMACEUTICAL CORP KERALA,Linear_Regression
THE PREM RAWAT FOUNDATION,Multiple_Regression_TV_Radio_Media
THE PRICELINE GROUP,Multiple_Regression
THE PROFESSIONAL COURIERS,Multiple_Regression_TV_Radio_Media
THE RAMCO CEMENTS LTD,Multiple_Regression
THE REAL HEROES PROJECT,Multiple_Regression_TV_Radio_Media
THE SACRED BATH CO,Multiple_Regression_TV_Radio_Media
THE SAKALA,Multiple_Regression_TV_Radio_Media
THE SARASWAT CO OP BANK,Linear_Regression
THE SCH OF SCI (RJK),Multiple_Regression
THE SEYCHELLES ISLANDS,Multiple_Regression_TV_Radio_Media
THE SHARDA EDUCATIONAL TRUST,Linear_Regression
THE SOUTH INDIAN MFG CO,Polynomial_Regression_TV_to_Others
THE STOCK EXCHANGE OF MUMBAI,Multiple_Regression
THE SUNDAY GUARDIAN,Multiple_Regression_TV_Radio_Media
THE SUPREME INDUSTRIES LTD,Multiple_Regression
THE TATA PIGMENTS LTD,Multiple_Regression_TV_Radio_Media
THE UNITED ORPHANAGE FOR DISAB,Multiple_Regression_TV_Radio_Media
THE VELLALAR EDUCATIONAL TRUST (ERD),Multiple_Regression_TV_Radio_Media
THE VISA OFFIC (JLR),Multiple_Regression
THE WEDDING EXTRAORDINAIRE,Multiple_Regression_TV_Radio_Media
THE WHITE RIDERS,Multiple_Regression
THE WISHING FACTORY,Multiple_Regression_TV_Radio_Media
THE WORLD UNIVERSITIES INSIGHTS LIMITED,Multiple_Regression_TV_Radio_Media
THE XYLEM LEARNING,Linear_Regression
THENI ANANTHAM SILKS & READYMADES,Multiple_Regression_TV_Radio_Media
THINK & LEARN PVT LTD,Polynomial_Regression_TV_to_Others
THINK & LEARN PVT LTD/THE WALT DISNEY CO IND PVT L,Polynomial_Regression_TV_to_Others
THOMAS AND SON CHEMICALS,Multiple_Regression_TV_Radio_Media
THYROCARE TECHNOLOGIES LTD,Polynomial_Regression_TV_Radio_Media
TI CYCLES INDIA PVT LTD,Linear_Regression
TICTOK SKILL GAMES PVT LTD,Linear_Regression
TIDE WATER OIL COMPANY,Polynomial_Regression_TV_to_Others
TIERRA SEED SCIENCE PVT LTD,Multiple_Regression_TV_Radio_Media
TIESER PERSONAL CARE PVT LTD,Polynomial_Regression_TV_Radio_Media
TIMELESSTODAY LLC,Polynomial_Regression_TV_Radio_Media
TIMES BUSS SOLUTIONS LTD,Multiple_Regression_TV_Radio_Media
TIMES INTERNET LIMITED,Linear_Regression
TIMES SCHOLARS GURUKUL,Multiple_Regression
TIMEWATCH INFOCOM PVT LTD,Multiple_Regression_TV_Radio_Media
TIMEX WATCHES LTD,Multiple_Regression_TV_Radio_Media
TINDER INC,Multiple_Regression_TV_Radio_Media
TIPS INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
TIRUMALA MILK PRODUCT PVT LTD,Multiple_Regression_TV_Radio_Media
TIRUMALA MUSIC PVT LTD,Multiple_Regression
TIRUMALLA EDIBLE OILS&FOODS IND PVT LTD,Polynomial_Regression_TV_to_Others
TIRUPATI GROUP (PUNE),Multiple_Regression_TV_Radio_Media
TITAN COMPANY LTD,Linear_Regression
TMR GROUP,Multiple_Regression_TV_Radio_Media
TN WATER WISE,Multiple_Regression_TV_Radio_Media
TODAY FOOTWEAR PVT LTD,Multiple_Regression
TODAY TEA LTD,Multiple_Regression_TV_Radio_Media
TOKYO TOURISM,Polynomial_Regression_TV_to_Others
TOONZ ANIMATION INDIA,Multiple_Regression
TOPPR TECHNOLOGIES PRIVATE LIMITED,Linear_Regression
TOPPS INDIA SPORTS,Linear_Regression
TORQUE PHARMA,Multiple_Regression_TV_Radio_Media
TORRENT PHARMACEUTICALS,Multiple_Regression_TV_Radio_Media
TOSHIBA CORPORATION,Multiple_Regression
TOTAL OIL INDIA PVT LTD,Multiple_Regression
TOTAL TELEFILMS PVT LTD,Linear_Regression
TOUCHMYTOWN ECOM PVT LTD,Polynomial_Regression_TV_to_Others
TOURISM AUTHORITY OF THAILAND,Linear_Regression
TOURISM CORPORATION OF GUJARAT LTD,LSTM
TOWARDS BUILDING HYPERTENSION FREE INDIA,Multiple_Regression_TV_Radio_Media
TOYO SANITARY WARES PVT LTD,Multiple_Regression_TV_Radio_Media
TOYOTA KIRLOSKAR MOTOR LTD,Linear_Regression
TRACLAXX TRACTORS PVT LTD,Multiple_Regression_TV_Radio_Media
TRACTORS & FARM EQUIPMENT LTD,Polynomial_Regression_TV_to_Others
TRADEBULLS SECURITIES (P) LTD,Multiple_Regression
TRADERES ASSEMBLY,Multiple_Regression_TV_Radio_Media
TRANSMEDIA SOFTWARE LTD,Linear_Regression
TRANSSION HOLDINGS,Multiple_Regression
TRAVEL TIP (PUNJAB),Polynomial_Regression_TV_to_Others
TRAVELXP.COM,Multiple_Regression_TV_Radio_Media
TRDP HAPPY WORLD PVT LTD,Multiple_Regression
TRENDS IN VOGUE PVT LTD,Multiple_Regression_TV_Radio_Media
TRENDSUTRA PLATFORM SERVICES PVT LTD,Multiple_Regression
TRENT HYPERMARKET LTD,Multiple_Regression
TRI STAR PRODUCTOR PVT LTD,Multiple_Regression
TRIBAL COOP MKT DEV FED OF IND,LSTM
TRICHUR UMBRELLA MART,Multiple_Regression
TRIMURTI FRAGRANCES (P) LTD,Multiple_Regression
TRINAMOOL CONGRESS,Multiple_Regression
TRINCO INFRA PVT LTD,Multiple_Regression_TV_Radio_Media
TRINITY HOSPITAL (SRT),Multiple_Regression
TRISTAR PICTURES,Multiple_Regression_TV_Radio_Media
TRIUMPHANT INST OF MGMT EDUC,Multiple_Regression
TRIVAGO,Multiple_Regression_TV_Radio_Media
TRIVANDRUM INTL SCH,Multiple_Regression_TV_Radio_Media
TROVANT,Multiple_Regression_TV_Radio_Media
TRRUST HEALTH CARE,Multiple_Regression
TRUBA EDUCATIONAL SOCIETY,Multiple_Regression_TV_Radio_Media
TRUE COAT PAINTS (P) LTD,Multiple_Regression_TV_Radio_Media
TRUE POWER PVT LTD,Multiple_Regression_TV_Radio_Media
TRUE SOFTWARE SCANDINAVIA AB,Linear_Regression
TRUE VALUE HOMES (I) PVT LTD,Multiple_Regression_TV_Radio_Media
TRULY PEST SOLUTION PVT LTD,Multiple_Regression_TV_Radio_Media
TRZ MART PVT LTD,Multiple_Regression_TV_Radio_Media
TTK HEALTHCARE LTD,Multiple_Regression
TTK PRESTIGE INDIA LTD,LSTM
TTK-LIG LTD,Linear_Regression
TULISAN PHARMA,Multiple_Regression
TULSHI PRAKASHANI,LSTM
TULSI DEVELOPERS INDIA PVT LTD,Multiple_Regression
TUPPERWARE INDIA PVT LTD,Polynomial_Regression_TV_to_Others
TURKISH AIRLINES,Polynomial_Regression_TV_to_Others
TURMERIC VISION PVT LTD,Polynomial_Regression_TV_to_Others
TURNER INTERNATIONAL INDIA PVT LTD,Multiple_Regression
TURNING POINT INST,Multiple_Regression_TV_Radio_Media
TURTLE ENTERTAINMENT GMBH,Multiple_Regression_TV_Radio_Media
TURTLE GARMENTS PVT LTD,Multiple_Regression_TV_Radio_Media
TUTOPIA PVT LTD,Polynomial_Regression_TV_to_Others
TUTORIALS POINT INDIA LTD,Multiple_Regression
TUUPLE TECHNOCRAFT PVT LTD,Linear_Regression
TUV RHEINLAND NIFE ACADEMY PVT LTD,Multiple_Regression
TV CLASSIFIEDS,Multiple_Regression_TV_Radio_Media
TV TODAY NETWORK LTD,Multiple_Regression_TV_Radio_Media
TV VISION LTD,Multiple_Regression_TV_Radio_Media
TV18 BROADCAST LTD,Multiple_Regression
TV5 MONDE,Polynomial_Regression_TV_to_Others
TVK CULTURAL ACADEMY,Linear_Regression
TVS MOTOR COMPANY,Multiple_Regression_TV_Radio_Media
TVS SRICHAKRA LTD,Multiple_Regression
TWITTER INC,Polynomial_Regression_TV_to_Others
U A E EXCHANGE CENTRE,Multiple_Regression_TV_Radio_Media
U P HANDICRAFT DEVELOPMENT & MARKETING CORP LTD,Multiple_Regression_TV_Radio_Media
U R ENERGY INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
UATHAYAM TEXTILE,Polynomial_Regression_TV_to_Others
UBER INDIA SYSTEMS PVT LTD,Multiple_Regression
UBON ELECTRONICS,Linear_Regression
UCO BANK,Multiple_Regression_TV_Radio_Media
UDAYACHAL BANQUET HALL,Multiple_Regression
UDEMY INC,Multiple_Regression
UDF (UNITED DEMOCRATIC FRONT),Linear_Regression
UDHAYAM FLOUR MILLS,Multiple_Regression
UFC INTERNATIONAL,Linear_Regression
UFO MOVIEZ INDIA LTD,Multiple_Regression_TV_Radio_Media
UJJIVAN SMALL FINANCE BANK LTD,Polynomial_Regression_TV_to_Others
ULTIMATE GAMES,Linear_Regression
ULTRA,Multiple_Regression_TV_Radio_Media
ULTRATECH CEMENT LTD,Multiple_Regression_TV_Radio_Media
UNDAVALLI CONSTRUCTIONS,Multiple_Regression_TV_Radio_Media
UNEXO LIFE SCIENCES,Multiple_Regression
UNIBIC INDIA,Polynomial_Regression_TV_to_Others
UNICEF,Linear_Regression
UNICEF/NEW DELHI TELEVISION LTD,Multiple_Regression_TV_Radio_Media
UNICHARM INDIA,Polynomial_Regression_TV_to_Others
UNIGREEN FOODS INDIA PVT LTD,Multiple_Regression
UNION BANK OF INDIA,Polynomial_Regression_TV_Radio_Media
UNIQUE IDENTIFICATION AUTHORITY OF INDIA,Multiple_Regression_TV_Radio_Media
UNISON EDUCATION FOUNDATION,Multiple_Regression
UNITED ARTISTS RELEASING/AMERICAN INTL PICTURES,Multiple_Regression_TV_Radio_Media
UNITED BREWERIES,Multiple_Regression
UNITED BREWERIES/RADICO KHAITAN LTD,Multiple_Regression_TV_Radio_Media
UNITED EKTA ENGINEERING UDYOG PVT LTD,Polynomial_Regression_TV_Radio_Media
UNITED GROUP OF INST,Multiple_Regression_TV_Radio_Media
UNITED INDIA INSURANCE CO LTD,Multiple_Regression
UNITED NATIONS DEV PROGR(UNDP),Multiple_Regression_TV_Radio_Media
UNITED OIL INDUSTRIES,Multiple_Regression
UNITED SANITATION DEVICES,Multiple_Regression_TV_Radio_Media
UNITED SPIRITS LTD,Multiple_Regression_TV_Radio_Media
UNIV OF PETRO & ENERGY STUDIES,Polynomial_Regression_TV_to_Others
UNIVERSAL CHIT FUNDS,Polynomial_Regression_TV_Radio_Media
UNIVERSAL LIFE SCIENCES,Multiple_Regression
UNIVERSAL PICTURES,Linear_Regression
UNIVERSAL SPORTSBIZ PVT LTD,Multiple_Regression_TV_Radio_Media
UNIVERSITY OF SCI&TECH(MEGHALAYA),Multiple_Regression
UNIVERSITY OF TECH SYDNEY,Linear_Regression
UNIWORLD PERSONAL CARE LLP,Multiple_Regression_TV_Radio_Media
UNSP-ACNE PREPARATIONS,Multiple_Regression_TV_Radio_Media
UNSP-ANNOUNCEMENT FOR PUBLIC,Linear_Regression
UNSP-ASSAME FILM TRAILOR,Multiple_Regression_TV_Radio_Media
UNSP-ASTROLOGERS,Multiple_Regression_TV_Radio_Media
UNSP-ASTROLOGY PRODUCTS,Polynomial_Regression_TV_Radio_Media
UNSP-BENGALI FILM TRAILOR,LSTM
UNSP-BENGALI MUSIC ALBUM,Multiple_Regression_TV_Radio_Media
UNSP-BHOJPURI FILM TRAILOR,Multiple_Regression
UNSP-BUILDING MATERIALS/SYSTEM,Polynomial_Regression_TV_to_Others
UNSP-DISPENSERS/VENDING MACHIN,Multiple_Regression
UNSP-ECOM-PHARMA/HEALTHCARE,Multiple_Regression
UNSP-EDIBLE OIL,Multiple_Regression
UNSP-EDUCATIONAL INST,Multiple_Regression_TV_Radio_Media
UNSP-EVENTS-ENTERTAINMENT,Linear_Regression
UNSP-EVENTS-HEALTH/FITNESS,Multiple_Regression_TV_Radio_Media
UNSP-EVENTS-OTHERS,Multiple_Regression_TV_Radio_Media
UNSP-FILM TRAILOR,Linear_Regression
UNSP-FOOTWEAR,Multiple_Regression_TV_Radio_Media
UNSP-GEN-PERSONAL GREETINGS/ANNOUNCEMENT,Polynomial_Regression_TV_to_Others
UNSP-GUJARATI FILM TRAILOR,Multiple_Regression_TV_Radio_Media
UNSP-HARYANVI FILM TRAILOR,Multiple_Regression_TV_Radio_Media
UNSP-HOSPITALS,Multiple_Regression_TV_Radio_Media
UNSP-KANNADA FILM TRAILOR,Multiple_Regression
UNSP-LIGHTING PRODUCTS,Multiple_Regression
UNSP-MALAYALAM FILM TRAILOR,Multiple_Regression
UNSP-MARATHI FILM TRAILOR,Multiple_Regression
UNSP-MARATHI MUSIC ALBUM,Multiple_Regression_TV_Radio_Media
UNSP-MISCELLANEOUS,Multiple_Regression
UNSP-MUSIC ALBUM,Multiple_Regression_TV_Radio_Media
UNSP-NEPALI-FILM TRAILOR,Multiple_Regression_TV_Radio_Media
UNSP-ORIYA FILM TRAILOR,Polynomial_Regression_TV_Radio_Media
UNSP-OTC PRODUCTS RANGE,Multiple_Regression
UNSP-OTHERS RANGE,Polynomial_Regression_TV_to_Others
UNSP-PRICKLY HEAT POWDERS/LOTI,Multiple_Regression_TV_Radio_Media
UNSP-PROPERTIES/REAL ESTATES,Multiple_Regression_TV_Radio_Media
UNSP-PUBLICATIONS/BOOKS,Multiple_Regression
UNSP-PUNJABI FILM TRAILOR,Linear_Regression
UNSP-PUNJABI MUSIC ALBUM,Multiple_Regression
UNSP-READYMADE GARMENTS,Linear_Regression
UNSP-SCOURERS,Multiple_Regression_TV_Radio_Media
UNSP-SHAMPOOS,Multiple_Regression_TV_Radio_Media
UNSP-SOCIAL ADVERTISEMENTS-NGOS,Multiple_Regression
UNSP-SPICES,Multiple_Regression_TV_Radio_Media
UNSP-SUGAR CONFECTIONARIES,Linear_Regression
UNSP-SUITINGS,Multiple_Regression_TV_Radio_Media
UNSP-SURGICAL GOODS/EQUIPMENTS,Multiple_Regression_TV_Radio_Media
UNSP-TAMIL FILM TRAILOR,Multiple_Regression
UNSP-TELUGU FILM TRAILOR,Multiple_Regression_TV_Radio_Media
UNSP-TEMPLES/SPIRITUAL,Multiple_Regression_TV_Radio_Media
UNSP-TOILET SOAPS,Polynomial_Regression_TV_to_Others
UNSP-TOOTH BRUSHES,Multiple_Regression_TV_Radio_Media
UNSP-TOYS INDOOR GAMES,Multiple_Regression_TV_Radio_Media
UNSP-WASHING POWDERS/LIQUIDS,Multiple_Regression_TV_Radio_Media
UNSP-WIRES & CABLES,Polynomial_Regression_TV_Radio_Media
UP LIVE-STOCK DEVP BOARD,Multiple_Regression_TV_Radio_Media
UP TOURISM,Multiple_Regression
UPGRAD EDUCATION PVT LTD,Linear_Regression
UPL LTD,Multiple_Regression
URATOM SOLAR (INDIA) PVT LTD,Multiple_Regression_TV_Radio_Media
URBAN TREE INFRASTRUCTURES PVT LTD,Multiple_Regression_TV_Radio_Media
URBANCLAP TECHNOLOGIES INDIA PVT LTD,Multiple_Regression
URBANRISE PROJECTS LLP,Polynomial_Regression_TV_to_Others
URMEE SEEDS,Multiple_Regression_TV_Radio_Media
US CRANBERRIES INDIA,Multiple_Regression_TV_Radio_Media
USHA INTL LTD,Multiple_Regression
USV LTD,Multiple_Regression_TV_Radio_Media
UTI ASSET MGMT CO PVT LTD,Multiple_Regression_TV_Radio_Media
UTKARSH CLASSES & EDUTECH PVT LTD,Multiple_Regression_TV_Radio_Media
UTL ELECTRONICS (INDIA),Polynomial_Regression_TV_Radio_Media
UTTARAKHAND TOURISM DEVP BOARD,Multiple_Regression
UTTARANCHAL UNIVERSITY,Multiple_Regression
UTTARPRADESH.ORG,Multiple_Regression_TV_Radio_Media
V JULKA RUBBER INDUSTRIES,Linear_Regression
V MART,Linear_Regression
V P BEDEKAR & SONS PVT LTD,Multiple_Regression_TV_Radio_Media
V R S FOODS LTD,Multiple_Regression
V V D & SONS PVT LTD,Multiple_Regression_TV_Radio_Media
V V IRON & STEEL CO PVT LTD,Polynomial_Regression_TV_to_Others
V V PAINTS,Multiple_Regression_TV_Radio_Media
V V RAJAN & CO PVT LTD,Multiple_Regression
V V SHUNMUGA NADAR & SONS,Multiple_Regression_TV_Radio_Media
V-GUARD INDUSTRIES LTD,Multiple_Regression
V-STAR CREATION PVT LTD,Multiple_Regression_TV_Radio_Media
VADILAL ENTERPRISES LTD,Multiple_Regression_TV_Radio_Media
VAHDAM TEAS P LTD,Multiple_Regression_TV_Radio_Media
VAHINI IRRIGATION (P) LTD,Linear_Regression
VAIDBAN AYURVED BHAWAN,Multiple_Regression
VAIDRISHI LABORATORIES,Multiple_Regression_TV_Radio_Media
VAIDYARATNAM OUSHADHASALA,Multiple_Regression_TV_Radio_Media
VAIDYARATNAM PS VARIERS ARYA VAIDYA SALA,Multiple_Regression_TV_Radio_Media
VAL YOU PRODUCTS PVT LTD,Polynomial_Regression_TV_to_Others
VALIYATH INST OF MED SCI & RES CENTRE,Multiple_Regression
VALLUVANADU NIDHI LTD,Multiple_Regression_TV_Radio_Media
VALVOLINE CUMMINS LIMITED,Multiple_Regression_TV_Radio_Media
VAMAN HARI PETE SONS,Polynomial_Regression_TV_Radio_Media
VANA AYURVEDIC,Multiple_Regression
VANESA CARE PVT LTD,Multiple_Regression
VANESA HERBAL PVT LTD,Linear_Regression
VANESA INC,Multiple_Regression_TV_Radio_Media
VANI SOAP WORKS (P) LTD,Multiple_Regression_TV_Radio_Media
VANQUISH PHARMACEUTICALS,Polynomial_Regression_TV_to_Others
VANUES CABLES PRIVATE LIMITED,Multiple_Regression
VARDHMAN TEXTILES LTD,Multiple_Regression_TV_Radio_Media
VARGHESE MOOLANS GROUP,Multiple_Regression_TV_Radio_Media
VARMA HOMES PVT LTD,Multiple_Regression
VARROC ENGG LTD,Multiple_Regression_TV_Radio_Media
VASAN ESTATES,Multiple_Regression_TV_Radio_Media
VASAN HEALTHCARE ENTERPRISE,Multiple_Regression_TV_Radio_Media
VASAN PUBLICATION LTD,Multiple_Regression_TV_Radio_Media
VASANT MASALA PVT LTD,Multiple_Regression_TV_Radio_Media
VASANTH & CO,Linear_Regression
VASCON ENGINEERS LTD,Polynomial_Regression_TV_to_Others
VASIREDDY EDUCATIONAL SOCIETY,Multiple_Regression_TV_Radio_Media
VASTU VIHAR,Linear_Regression
VASU GROUP OF PHARMACEUTICALS,Multiple_Regression_TV_Radio_Media
VASU HEALTH CARE PVT LTD,Multiple_Regression
VAYA INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
VAZHAI FOODS,Multiple_Regression_TV_Radio_Media
VBJ JEWELLERY,Multiple_Regression_TV_Radio_Media
VCARE HERBAL CONCEPTS (P) LIMITED,Multiple_Regression
VE CURA WELLNESS CLINIC,Polynomial_Regression_TV_to_Others
VE SHANMUGAM PILLAI JEWELLERS,Polynomial_Regression_TV_to_Others
VECTUS INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
VEDANSH ASHRAM,Multiple_Regression_TV_Radio_Media
VEDANT FASHIONS PVT LTD,Polynomial_Regression_TV_Radio_Media
VEDANTA LTD,Polynomial_Regression_TV_to_Others
VEDANTA MEDICAL RESEARCH FOUNDATION,Linear_Regression
VEDANTA RESOURCES PVT LTD,Polynomial_Regression_TV_Radio_Media
VEDANTSHLOK CONSULTANCY,Multiple_Regression_TV_Radio_Media
VEDANTU INNOVATIONS PVT LTD,Multiple_Regression_TV_Radio_Media
VEEBA FOOD SERVICES PVT LTD,Multiple_Regression
VEEGALAND DEVELOPERS PVT LTD,Multiple_Regression
VEEKESY RUBBER INDUSTRIES,Multiple_Regression_TV_Radio_Media
VEENA PATIL HOSPITALITY PVT LTD,Multiple_Regression
VEGO HOME SCIENCE PVT LTD,Polynomial_Regression_TV_Radio_Media
VEL CHEMICALS,Multiple_Regression
VELAMMAL EDUCATIONAL TRUST,Polynomial_Regression_TV_to_Others
VELS GROUP OF INST,LSTM
VENKYS (INDIA) LTD,Polynomial_Regression_TV_Radio_Media
VENUS HOME APPLIANCES,Multiple_Regression
VER SE INNOVATION PVT LTD,Multiple_Regression
VERANDA LEARINING SOL/RACE COACHING,Multiple_Regression_TV_Radio_Media
VERSATILE STRATEGICS PVT LTD,Multiple_Regression_TV_Radio_Media
VETO COMPANY,Multiple_Regression_TV_Radio_Media
VETRI REALS,Multiple_Regression
VETRII IAS STUDY CIRCLE,Multiple_Regression
VEZLAY FOODS PVT LTD,Multiple_Regression_TV_Radio_Media
VG ELECTRONICS,Multiple_Regression_TV_Radio_Media
VG LEARNING DESTINATION PVT LTD,Multiple_Regression_TV_Radio_Media
VGN DEVELOPERS PVT LTD,Multiple_Regression_TV_Radio_Media
VGN PROJECTS ESTATES PVT LTD,Multiple_Regression
VGN PROPERTY DEVELOPERS,Polynomial_Regression_TV_to_Others
VGP GROUP (VG PANEERDAS),Multiple_Regression_TV_Radio_Media
VIAAN INDUSTRIES LTD,Multiple_Regression
VIACOM 18 MOTION PICTURES,Multiple_Regression_TV_Radio_Media
VIACOM18 MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
VIACOM18 MEDIA PVT LTD/EYE BANK ASSO OF INDIA,Multiple_Regression
VIBHAVA INDUSTRIES,Linear_Regression
VICCO LABORATORIES,Multiple_Regression_TV_Radio_Media
VICKY BRUSH COMPANY,Multiple_Regression_TV_Radio_Media
VICTORIA POLY FORM,Multiple_Regression_TV_Radio_Media
VIDHYA BHARATI EDUC TRUST (GUNUPUR),Multiple_Regression_TV_Radio_Media
VIDWATH INNOVATIVE SOLUTION PVT LTD,Multiple_Regression_TV_Radio_Media
VIDYA NIKETAN MONTESSORI SCHOOL,Multiple_Regression_TV_Radio_Media
VIDYABHARATHI GROUP OF INST,Polynomial_Regression_TV_to_Others
VIGILANT MEDIA,Multiple_Regression_TV_Radio_Media
VIGNAN GROUP OF EDUC INST,Linear_Regression
VIGYAN PRASAR,Polynomial_Regression_TV_Radio_Media
VIHAN MODULAR,Multiple_Regression_TV_Radio_Media
VIJAY KRISHNA VENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
VIJAY RAJA HOMES PRIVATE LIMITED,Multiple_Regression
VIJAY SALES,LSTM
VIJAY TEXTILES LTD,Multiple_Regression
VIJAYA BANK,Multiple_Regression_TV_Radio_Media
VIJAYA DIAGNOSTIC CENTRE,Multiple_Regression
VIJAYA OPTICAL HOUSE,Multiple_Regression_TV_Radio_Media
VIJAYALAKSHMI DALL MILL,Linear_Regression
VIJAYALAKSHMI PALANISAMY TRUST,Linear_Regression
VIJAYBHOOMI UNIVERSITY,Multiple_Regression
VIKASH GRAMUDYOG SAMITI,Polynomial_Regression_TV_to_Others
VIKASH GROUP OF INSTITUTIONS,Multiple_Regression_TV_Radio_Media
VIKI INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
VIKING KNITTERS,Multiple_Regression_TV_Radio_Media
VIKRAM TEA PROCESSOR PVT LTD,Polynomial_Regression_TV_Radio_Media
VIKRAMSHILA EDUC & WELF SOC,Multiple_Regression_TV_Radio_Media
VIL MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
VIMAL OIL & FOOD LTD,Multiple_Regression_TV_Radio_Media
VIMALAM MESS,Multiple_Regression_TV_Radio_Media
VIN MEHTA FILMS PVT LTD,Multiple_Regression_TV_Radio_Media
VINAY HARI CAREER CONSULTANT,Polynomial_Regression_TV_Radio_Media
VINGAJOY,Multiple_Regression
VINGROUP,Multiple_Regression_TV_Radio_Media
VINI PRODUCT,Multiple_Regression_TV_Radio_Media
VINOD COOKWARE,Polynomial_Regression_TV_to_Others
VINOD STAINLESS STEEL WORKS,Polynomial_Regression_TV_Radio_Media
VIP CLOTHING LTD,Multiple_Regression_TV_Radio_Media
VIP INDUSTRIES LTD,Linear_Regression
VIP VIRUNTHU,Polynomial_Regression_TV_to_Others
VIRTUAL BHARAT,Multiple_Regression
VIRTUSA CORPORATION,Multiple_Regression
VIRTUSA LIFE SPACES INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
VISA DOTCOM,Multiple_Regression_TV_Radio_Media
VISA INTL SERVICE ASSO,Multiple_Regression
VISA TIP,Polynomial_Regression_TV_Radio_Media
VISAKA INDUSTRIES LTD,Linear_Regression
VISHAL CYCLES (P) LTD,LSTM
VISHAL MEGA MART PVT LTD,Multiple_Regression_TV_Radio_Media
VISHAL VIDEO & APPLIANCES,Multiple_Regression
VISHNU PACKAGING,Multiple_Regression_TV_Radio_Media
VISHWAKSENA ARTS AND SCI CLG FOR WOMEN,Multiple_Regression
VISION RX LAB,Multiple_Regression_TV_Radio_Media
VISTAPRINT TECHNOLOIGIES PVT LTD,Multiple_Regression
VIT BHOPAL UNIVERSITY,Multiple_Regression
VITHOBA INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
VITROMED HEALTHCARE,Polynomial_Regression_TV_to_Others
VIVEKANANDA HOSPITAL (DURGAPUR,Multiple_Regression
VIVEKS,Multiple_Regression_TV_Radio_Media
VIVENDI,Multiple_Regression
VIVO MOBILE INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
VKS PROMOTER (TRV),Multiple_Regression
VLC PROPERTIES,Multiple_Regression_TV_Radio_Media
